Date,Open,High,Low,Close,Adj Close,Volume
2022-07-01,108.336998,109.806351,107.105003,109.081001,109.081001,31028000
2022-07-05,107.514503,114.052597,106.249496,113.887001,113.887001,36398000
2022-07-06,114.092003,116.351997,112.250504,115.213501,115.213501,28852000
2022-07-07,116.008003,119.862000,115.533997,119.306000,119.306000,32184000
2022-07-08,117.550003,120.434998,117.514000,120.168503,120.168503,29082000
2022-07-11,118.650002,118.794502,116.234497,116.522499,116.522499,26718000
2022-07-12,116.838501,117.849503,114.614998,114.849503,114.849503,24970000
2022-07-13,112.639000,115.156998,111.822998,112.186996,112.186996,38958000
2022-07-14,110.825996,111.987503,109.325500,111.440002,111.440002,32366000
2022-07-15,112.962997,114.000504,111.822502,112.766998,112.766998,34330000
2022-07-18,113.440002,114.800003,109.300003,109.910004,109.910004,33354000
2022-07-19,111.730003,114.809998,110.500000,114.620003,114.620003,30992300
2022-07-20,114.059998,116.330002,113.260002,114.699997,114.699997,26780100
2022-07-21,115.089996,115.209999,111.910004,115.040001,115.040001,27267800
2022-07-22,111.809998,113.180000,107.599998,108.360001,108.360001,44455300
2022-07-25,108.879997,110.580002,107.010002,108.209999,108.209999,28289900
2022-07-26,107.430000,107.739998,104.760002,105.440002,105.440002,36626600
2022-07-27,109.599998,114.400002,108.419998,113.599998,113.599998,41474600
2022-07-28,112.800003,114.699997,111.850998,114.589996,114.589996,23303800
2022-07-29,113.400002,116.900002,113.230003,116.639999,116.639999,31336200
2022-08-01,115.529999,117.120003,114.690002,115.480003,115.480003,22856200
2022-08-02,114.430000,117.080002,114.260002,115.900002,115.900002,17911000
2022-08-03,116.339996,119.419998,116.150002,118.779999,118.779999,25302800
2022-08-04,118.300003,119.500000,117.709999,118.870003,118.870003,15757700
2022-08-05,116.930000,118.860001,116.709999,118.220001,118.220001,15615700
2022-08-08,119.120003,120.860001,117.830002,118.139999,118.139999,17061100
2022-08-09,117.989998,118.199997,116.559998,117.500000,117.500000,15424300
2022-08-10,119.589996,121.779999,119.360001,120.650002,120.650002,20497000
2022-08-11,122.080002,122.339996,119.550003,119.820000,119.820000,16671600
2022-08-12,121.160004,122.650002,120.400002,122.650002,122.650002,16121100
2022-08-15,122.209999,123.260002,121.570000,122.879997,122.879997,15525000
2022-08-16,122.320000,123.227997,121.535004,122.510002,122.510002,15626200
2022-08-17,120.930000,122.150002,120.199997,120.320000,120.320000,17589200
2022-08-18,120.230003,121.690002,119.550003,120.860001,120.860001,15652000
2022-08-19,119.870003,120.000000,117.669998,118.120003,118.120003,20187000
2022-08-22,116.099998,116.500000,114.669998,115.070000,115.070000,19316000
2022-08-23,114.320000,115.930000,114.300003,114.769997,114.769997,14390700
2022-08-24,114.449997,115.717003,113.779999,114.699997,114.699997,16051200
2022-08-25,115.150002,117.779999,115.050003,117.699997,117.699997,14874700
2022-08-26,115.809998,116.599998,111.220001,111.300003,111.300003,31698700
2022-08-29,110.779999,111.959999,109.809998,110.339996,110.339996,20386100
2022-08-30,111.029999,111.370003,108.800003,109.910004,109.910004,20548200
2022-08-31,111.629997,111.769997,109.050003,109.150002,109.150002,25898000
2022-09-01,109.199997,111.220001,108.190002,110.550003,110.550003,22784400
2022-09-02,111.339996,111.675003,108.129997,108.680000,108.680000,20601600
2022-09-06,108.135002,108.879997,106.510002,107.480003,107.480003,20565100
2022-09-07,107.760002,110.989998,107.614998,110.480003,110.480003,22987200
2022-09-08,109.180000,110.580002,108.059998,109.419998,109.419998,21660700
2022-09-09,110.050003,112.000000,110.000000,111.779999,111.779999,21732900
2022-09-12,111.989998,112.639999,110.930000,111.870003,111.870003,19732900
2022-09-13,108.889999,109.370003,105.000000,105.309998,105.309998,33015000
2022-09-14,105.440002,106.099998,104.500000,105.870003,105.870003,22115800
2022-09-15,105.010002,106.209999,103.309998,103.900002,103.900002,26494900
2022-09-16,102.970001,104.029999,101.855003,103.629997,103.629997,64518900
2022-09-19,102.540001,104.019997,102.370003,103.849998,103.849998,19738600
2022-09-20,102.879997,103.169998,101.120003,101.830002,101.830002,24001700
2022-09-21,102.239998,103.489998,99.989998,100.010002,100.010002,26596800
2022-09-22,99.449997,101.680000,99.410004,100.570000,100.570000,21272700
2022-09-23,100.059998,100.110001,98.010002,99.169998,99.169998,25645100
2022-09-26,98.610001,100.440002,98.379997,98.809998,98.809998,22437900
2022-09-27,99.910004,100.459999,97.339996,98.089996,98.089996,24225000
2022-09-28,98.019997,101.400002,97.800003,100.739998,100.739998,24617000
2022-09-29,99.300003,99.300003,96.519997,98.089996,98.089996,21921500
